ABBREV.	DEGREE	GENERAL_ACADEMIC_AREA	US_UNIVERSITY	US_CITY	GENDER	COLOMBIAN_CITY	PREVIOUS_DEGREE	FIELD _OF_STUDY	COLOMBIAN_UNIVERSITY
LID	Ph.D.	EDUCATION	University of Missouri - Columbia	COLUMBIA	FEMALE	CALI	BACHELOR	EDUCACION	UNIVERSIDAD DEL VALLE
LID	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Nebraska - Lincoln	LINCOLN	MALE	PASTO	BACHELOR	NATURAL RESOURCES AND CONSERVATION, OTHER	UNIVERSIDAD DE NARIÑO
LID	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Texas at Austin	AUSTIN	MALE	QUIBDO	BACHELOR	CHEMICAL ENGINEERING	UNIVERSIDAD DE ANTIOQUIA
S&T	Ph.D.	ENGINEERING & APPLIED SCIENCES	Carnegie Mellon University	PITTSBURGH	MALE	BOGOTA D.C.	BACHELOR	CHEMICAL ENGINEERING	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	ART & ARCHITECTURE	Georgia Institute of Technology - Main Campus	ATLANTA	MALE	CALI	BACHELOR	ARQUITECTURA	UNIVERSIDAD DEL VALLE
DU	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Washington State University	PULLMAN	MALE	CALI	BACHELOR	PARASITOLOGY	UNIVERSIDAD DE CALDAS
CALDAS	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Nebraska - Lincoln	LINCOLN	MALE	CALI	BACHELOR	ENVIRONMENTAL ENGINEERING	UNIVERSIDAD DEL VALLE
EST. CUL	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Louisiana State University and A&M College	NEW ORLEANS	MALE	COROZAL	BACHELOR	BIOTECHNOLOGY	UNIVERSIDAD DE SUCRE
CALDAS	Ph.D.	BUSINESS ADMINISTRATION & MANAGEMENT			FEMALE	PALMIRA	BACHELOR	ECONOMICS, GENERAL	UNIVERSIDAD ICESI
CALDAS	Ph.D.	HUMANITIES & SOCIAL SCIENCES	SUNY at Binghamton	BINGHAMTON	MALE	CALI	BACHELOR	POLITICAL SCIENCE AND GOVERNMENT, GENERAL	UNIVERSIDAD NACIONAL DE COLOMBIA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Emory University	ATLANTA	MALE	BOGOTA D.C.	BACHELOR	BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL	PONTIFICIA UNIVERSIDAD JAVERIANA
LID	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SUNY at Buffalo	BUFFALO	MALE	CALI	BACHELOR	FISICA	UNIVERSIDAD DEL VALLE
HHH	INV & DOC	ENGINEERING & APPLIED SCIENCES	University of Washington	SEATTLE	MALE	MEDELLIN	BACHELOR	ADMINISTRACION DE NEGOCIOS	UNIVERSIDAD EAFIT-
HHH	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Massachusetts Institute of Technology	CAMBRIDGE	FEMALE	CALI	BACHELOR	ARQUITECTURA	UNIVERSIDAD NACIONAL DE COLOMBIA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	The University of Texas at Dallas	DALLAS	MALE	CARTAGENA	BACHELOR	CHEMICAL ENGINEERING	UNIVERSIDAD NACIONAL DE COLOMBIA
LID	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Old Dominion University	NORFOLK	MALE	SANTANDER DE QUILICHAO		ADMINISTRACION AERONAUTICA	ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ
EST. CUL	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Oregon	EUGENE	FEMALE	BARRANQUILLA	BACHELOR	RELACIONES INTERNACIONALES	UNIVERSIDAD DEL NORTE
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Maryland - College Park	COLLEGE PARK	MALE	MEDELLIN	BACHELOR	BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL	UNIVERSIDAD DE ANTIOQUIA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	American University	WASHINGTON D.C	MALE	MEDELLIN	BACHELOR	CIVIL ENGINEERING	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
LID	MASTER'S	HUMANITIES & SOCIAL SCIENCES	New York University	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	MULTI-/INTERDISCIPLINARY STUDIES, OTHER	UNIVERSIDAD EXTERNADO DE COLOMBIA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Temple University	PHILADELPHIA	FEMALE	MEDELLIN	BACHELOR	ADMINISTRACION DE NEGOCIOS	UNIVERSIDAD EAFIT-
REG	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Delaware	NEWARK	MALE	CUCUTA	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD FRANCISCO DE PAULA SANTANDER
EST. CUL	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Michigan - Ann Arbor	ANN ARBOR	MALE	BOGOTA D.C.	BACHELOR	ADMINISTRACION PUBLICA	ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-
CERR	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Washington	TACOMA	FEMALE	RIOHACHA	BACHELOR	ECONOMICS	UNIVERSIDAD DE LOS LLANOS
SALD. CON	MASTER'S	HUMANITIES & SOCIAL SCIENCES	American University	WASHINGTON D.C	FEMALE	BOGOTA D.C.	BACHELOR	POLITICAL SCIENCE AND GOVERNMENT, OTHER	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
LID	MASTER'S	ENGINEERING & APPLIED SCIENCES	Worcester Polytechnic Institute	WORCESTER	FEMALE	SAN ANDRES	BACHELOR	SYSTEMS ENGINEERING	UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA
EST. CUL	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE	BOGOTA D.C.	BACHELOR	MEDICINA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
SRM	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Brandeis University	WALTHAM	FEMALE	MEDELLIN	BACHELOR	COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS, OTHER	UNIVERSIDAD PONTIFICIA BOLIVARIANA
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Arizona	TUCSON	MALE	CALI	BACHELOR	ECONOMICS, GENERAL	UNIVERSIDAD DEL VALLE
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Miami	MIAMI	MALE	CALI	BACHELOR	ECONOMICS, GENERAL	UNIVERSIDAD ICESI
ARTS	MASTER'S	ART & ARCHITECTURE	Columbia University in the City of New York	NEW YORK	MALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL. ENFASIS EN TELEVISION EDUCATIVA	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	MASTER'S	ART & ARCHITECTURE	California Institute of the Arts	VALENCIA	MALE	MEDELLIN	BACHELOR	MECHANICAL ENGINEERING	UNIVERSIDAD EAFIT-
ARTS	MASTER'S	ART & ARCHITECTURE	University of North Texas	DENTON	FEMALE	BOGOTA D.C.	BACHELOR	JAZZ/JAZZ STUDIES	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	Ph.D.	ART & ARCHITECTURE	Columbia University in the City of New York	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	ANTHROPOLOGY	UNIVERSIDAD NACIONAL DE COLOMBIA
ARTS	MASTER'S	ART & ARCHITECTURE	University of Southern California	LOS ANGELES	MALE	BOGOTA D.C.	BACHELOR	VISUAL AND PERFORMING ARTS, GENERAL	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	MASTER'S	ART & ARCHITECTURE	New York University	NEW YORK	MALE	PASTO	BACHELOR	HISTORIA	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	ART & ARCHITECTURE	University of Oregon		FEMALE	BOGOTA D.C.	BACHELOR	PSICOLOGIA	PONTIFICIA UNIVERSIDAD JAVERIANA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Purdue University	WEST LAFAYETTE	FEMALE	MEDELLIN	BACHELOR	INGENIERIA CIVIL	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Purdue University	WEST LAFAYETTE	MALE	MEDELLIN	BACHELOR	INGENIERIA DE PRODUCTOS	UNIVERSIDAD EAFIT-
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Emory University	ATLANTA	MALE	MEDELLIN	BACHELOR	INGENIERIA CIVIL	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Tulane University	NEW ORLEANS	FEMALE	BOGOTA D.C.	BACHELOR	ECONOMICS, GENERAL	UNIVERSIDAD ICESI
OEA-FLB	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	San Diego State University	SAN DIEGO	MALE	CALI	BACHELOR	BIOLOGIA	UNIVERSIDAD DEL VALLE
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Duke University	DURHAM	FEMALE	BOGOTA D.C.	BACHELOR	ECONOMICS, GENERAL	UNIVERSIDAD DE LOS ANDES
REG	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Wake Forest University	WINSTON SALEM	MALE	CALI	BACHELOR	BIOLOGIA	UNIVERSIDAD DEL VALLE
CLC-DNP	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Connecticut	STORRS	FEMALE	MEDELLIN	BACHELOR	BACTERIOOLOGIA Y LAB. CLINICA	UNIVERSIDAD DE ANTIOQUIA
CLC-DNP	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Connecticut	STORRS	MALE	MEDELLIN	BACHELOR	LICENCIATURA EN EDUCACION FISICA / NUTRICIONISTA DIETISTA	UNIVERSIDAD DE ANTIOQUIA
REG	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of California - Davis	DAVIS	MALE	MANIZALES	BACHELOR	INGENIERIA AGRONOMICA	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	Ph.D.	ENGINEERING & APPLIED SCIENCES	Iowa State University	AMES	MALE	MEDELLIN	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
SRM	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	FEMALE	MEDELLIN	BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
CLC-DNP	MASTER'S	LAW	Cornell University	ITHACA	MALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
REG	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Arizona	TUCSON	FEMALE	MANIZALES	BACHELOR	INGENIERIA DE SISTEMAS	UNIVERSIDAD AUTONOMA DE MANIZALES
REG	Ph.D.	EDUCATION	SUNY at Albany	ALBANY	FEMALE	POPAYAN	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD PONTIFICIA BOLIVARIANA
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE	MANIZALES	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD DE MANIZALES
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Syracuse University	SYRACUSE	MALE	MEDELLIN	BACHELOR	INGENIERIA DE PRODUCTOS	UNIVERSIDAD EAFIT-
CLC-DNP	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Florida	GAINESVILLE	MALE	MEDELLIN	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
REG	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Wisconsin - Madison	MADISON	FEMALE	BUCARAMANGA	BACHELOR	MEDICINA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
REG	MASTER'S	ART & ARCHITECTURE	University of Cincinnati	CINCINNATI	MALE	MANIZALES	BACHELOR	DISEÑO INDUSTRIAL	UNIVERSIDAD AUTONOMA DE MANIZALES
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Southern Illinois University Carbondale	CARBONDALE	MALE	MANIZALES	BACHELOR	FILOSOFIA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
SRM	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Duke University	DURHAM	FEMALE	MEDELLIN	BACHELOR	INGENIERIA ADMINISTRATIVA	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
REG	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Florida	GAINESVILLE	FEMALE	PEREIRA	BACHELOR	BIOLOGIA	UNIVERSIDAD DEL VALLE
REG	Ph.D.	BUSINESS ADMINISTRATION & MANAGEMENT	SUNY at Binghamton	BINGHAMTON	MALE	MEDELLIN	BACHELOR	ADMINISTRACION DE EMPRESAS	UNIVERSIDAD DE ANTIOQUIA
REG	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of South Carolina - Columbia	COLUMBIA	FEMALE	BUCARAMANGA	BACHELOR	FISIOTERAPIA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
CLC-DNP	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Duke University	DURHAM	MALE	BOGOTA D.C.	BACHELOR	BIOLOGIA	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	SUNY Stony Brook	MANHATTAN	MALE	BUCARAMANGA	BACHELOR	FILOSOFIA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
CLC-DNP	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Florida	GAINESVILLE	FEMALE	BARRANQUILLA	BACHELOR	INGENIERIA INDUUSTRAIL	UNIVERSIDAD DEL NORTE
CLC-DNP	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	FEMALE	MEDELLIN	BACHELOR	INGENIERIA AMBIENTAL	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
CLC-DNP	Ph.D.	ENGINEERING & APPLIED SCIENCES	SUNY at Buffalo	BUFFALO	FEMALE	BARRANQUILLA	BACHELOR	INGENIERIA INDUUSTRAIL	UNIVERSIDAD DEL NORTE
DU	MASTER'S	ART & ARCHITECTURE	Temple University	PHILADELPHIA	MALE	BOGOTA D.C.	BACHELOR	ESTUDIOS MUSICALES	PONTIFICIA UNIVERSIDAD JAVERIANA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Maryland - College Park	COLLEGE PARK	MALE	MEDELLIN	BACHELOR	INGENIERIA MECANICA	UNIVERSIDAD EAFIT-
DU	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Massachusetts Amherst	AMHERST	MALE	BOGOTA D.C.	BACHELOR	ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
SRM	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Cincinnati	CINCINNATI	FEMALE	MEDELLIN	BACHELOR	INGENIERIA AMBIENTAL	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
REG	Ph.D.	ENGINEERING & APPLIED SCIENCES	SUNY at Buffalo	BUFFALO	MALE	BARRANQUILLA	BACHELOR	INGENIERO ELECTRONICO	UNIVERSIDAD DEL NORTE
CLC-DNP	Ph.D.	ENGINEERING & APPLIED SCIENCES	SUNY at Buffalo	BUFFALO	FEMALE	BARRANQUILLA	BACHELOR	INGENIERIA INDUUSTRAIL	UNIVERSIDAD DEL NORTE
REG	MASTER'S	EDUCATION	Purdue University	WEST LAFAYETTE	MALE	BARRANQUILLA	BACHELOR	PSICOLOGIA	UNIVERSIDAD DEL NORTE
SRM	MASTER'S	ENGINEERING & APPLIED SCIENCES	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	FEMALE	MEDELLIN	BACHELOR	INGENIERIA AMBIENTAL	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
REG	Ph.D.	ENGINEERING & APPLIED SCIENCES	Southern Illinois University Carbondale	CARBONDALE	MALE	CARTAGENA	BACHELOR	INGENIERIA ELECTRONICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
OEA-FLB	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Yale University	NEW HAVEN	MALE	MEDELLIN	BACHELOR	INGENIERIA FORESTAL	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Michigan State University	EAST LANSING	MALE	BOGOTA D.C.	BACHELOR	FILOSOFIA	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	American University	WASHINGTON D.C	MALE	BOGOTA D.C.	BACHELOR	CIENCIA POLITICA	UNIVERSIDAD DE LOS ANDES
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Boston College	CHESNUT HILL	MALE	MEDELLIN	BACHELOR	ECONOMIA	UNIVERSIDAD EAFIT-
REG	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Ohio State University	COLUMBUS	MALE	PASTO	BACHELOR	BIOLOGIA	UNIVERSIDAD DE NARIÑO
CLC-DNP	Ph.D.	ENGINEERING & APPLIED SCIENCES	Rice University	HOUSTON	FEMALE	BOGOTA D.C.	BACHELOR	INGENIERIA CIVIL	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Illinois at Chicago	CHICAGO	MALE	BUCARAMANGA	BACHELOR	HISTORIA-ECONOMIA	UNIVERSIDAD DE LOS ANDES
CLC-DNP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Columbia University in the City of New York	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
REG	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Iowa State University	AMES	MALE	BARRANCABERMEJA	BACHELOR	INGENIERIA AGRONOMICA	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Washington State University	PULLMAN	MALE	CARTAGENA	BACHELOR	ECONOMIA	UNIVERSIDAD TECNOLOGICA DE BOLIVAR
REG	Ph.D.	ENGINEERING & APPLIED SCIENCES	University of Wisconsin - Madison	MADISON	MALE	BUCARAMANGA	BACHELOR	INGENIERIA QUIMICA	UNIVERSIDAD INDUSTRIAL DE SANTANDER
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Brandeis University	BOSTON	MALE	MEDELLIN	BACHELOR	ADMINISTRACION DE NEGOCIOS	UNIVERSIDAD EAFIT-
DU	Ph.D.	ART & ARCHITECTURE	University of California, Riverside	RIVERSIDE	FEMALE	MEDELLIN	BACHELOR	ANTROPOLOGIA	UNIVERSIDAD DE ANTIOQUIA
DU	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Arizona	TUCSON	MALE	BOGOTA D.C.	BACHELOR	ANTROPOLOGIA	UNIVERSIDAD DEL CAUCA
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Syracuse University	SYRACUSE	MALE	BOGOTA D.C.	BACHELOR	ANTROPOLOGIA	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Illinois at Chicago	CHICAGO	FEMALE	MEDELLIN	BACHELOR	ARQUITECTURA	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-CLC	MASTER'S	ART & ARCHITECTURE	San Diego State University	SAN DIEGO	FEMALE	MEDELLIN	BACHELOR	ARTES PLASTICAS	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of California - Los Angeles	LOS ANGELES	FEMALE	BOGOTA D.C.	BACHELOR	BIOLOGIA	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Missouri - St Louis	SAINT LOUIS	MALE	MEDELLIN	BACHELOR	BIOLOGIA	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Maryland - College Park	COLLEGE PARK	FEMALE	BARRANQUILLA	BACHELOR	BIOLOGIA	UNIVERSIDAD ESTATAL DE MOSCU
REG	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Cornell University	ITHACA	FEMALE	MANIZALES	BACHELOR	BIOLOGIA	UNIVERSIDAD DE ANTIOQUIA
REG	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Wisconsin - Madison	MADISON	FEMALE	MANIZALES	BACHELOR	BIOLOGIA	UNIVERSIDAD PEDAGOGICA NACIONAL
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Miami	CORAL GABLES	MALE	CALI	BACHELOR	CIENCIA POLITICA	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	The New School	NEW YORK	MALE	BOGOTA D.C.	BACHELOR	CIENCIA POLITICA	UNIVERSIDAD DE LOS ANDES
CLC-DNP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE	MEDELLIN	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD DE ANTIOQUIA
CLC-DNP	Ph.D.	ART & ARCHITECTURE	Indiana University Bloomington	BLOOMINGTON	FEMALE	MEDELLIN	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	LAW	Columbia University in the City of New York	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC-DNP	MASTER'S	LAW	Temple University	PHILADELPHIA	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD EXTERNADO DE COLOMBIA
SRM	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	MALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC-DNP	Ph.D.	LAW	Arizona State University	TEMPE	MALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD PONTIFICIA BOLIVARIANA
DU	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Florida	GAINESVILLE	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD EXTERNADO DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE	BOGOTA D.C.	BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	FEMALE	MEDELLIN	BACHELOR	ECONOMIA	UNIVERSIDAD NACIONAL DE COLOMBIA
SRM	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Iowa State University	AMES	MALE	MEDELLIN	BACHELOR	ECONOMIA	UNIVERSIDAD EAFIT-
SRM	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY at Albany	ALBANY	MALE	MEDELLIN	BACHELOR	ECONOMIA	UNIVERSIDAD EAFIT-
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Missouri - Kansas City	KANSAS CITY	MALE	BARRANQUILLA	BACHELOR	ECONOMIA	UNIVERSIDAD DEL NORTE
DU	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Rutgers, The State University of New Jersey	NEW BRUNSWICK	MALE	BOGOTA D.C.	BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Georgia Institute of Technology - Main Campus	ATLANTA	MALE	BOGOTA D.C.	BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of California - San Diego	SAN DIEGO	MALE	BOGOTA D.C.	BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Maryland - College Park	COLLEGE PARK	MALE	BOGOTA D.C.	BACHELOR	ECONOMIA	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Washington State University	PULLMAN	FEMALE	CALI	BACHELOR	ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC-DNP	Ph.D.	ENGINEERING & APPLIED SCIENCES	Georgia Institute of Technology - Main Campus	ATLANTA	MALE	ARMENIA	BACHELOR	ELECTRICIDAD Y ELECTRONICA	UNIVERSIDAD DEL QUINDIO
DU	MASTER'S	ART & ARCHITECTURE	University of Oregon	EUGENE	FEMALE	BOGOTA D.C.	BACHELOR	ESTUDIOS MUSICALES	PONTIFICIA UNIVERSIDAD JAVERIANA
REG	MASTER'S	ART & ARCHITECTURE	University of Louisville	LOUISVILLE	FEMALE	CALI	BACHELOR	ESTUDIOS MUSICALES	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC-DNP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Rutgers, The State University of New Jersey	NEW BRUNSWICK	FEMALE	CALI	BACHELOR	FILOSOFIA Y LETRAS	UNIVERSIDAD DE LOS ANDES
FLB-CLC	MASTER'S	EDUCATION	Southern Illinois University Carbondale	CARBONDALE	FEMALE	MEDELLIN	BACHELOR	IDIOMAS	UNIVERSIDAD DE ANTIOQUIA
CLC-DNP	Ph.D.	EDUCATION	University of Arizona	TUCSON	FEMALE	BOGOTA D.C.	BACHELOR	IDIOMAS	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
DU	Ph.D.	EDUCATION	Ball State University	MUNCIE	MALE	POPAYAN	BACHELOR	IDIOMAS	UNIVERSIDAD DEL TOLIMA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Boston College	CHESNUT HILL	FEMALE	MEDELLIN	BACHELOR	INGENIERIA ADMINISTRATIVA	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
SRM	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Emory University	ATLANTA	MALE	MEDELLIN	BACHELOR	INGENIERIA ADMINISTRATIVA	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
